title,location,time,price,img_url
Full Commercial Floor 3150 sqft On Easy Installment Investor Rates.,North Nazimabad,12  Aug,"Rs 2,25,00,000",https://apollo-singapore.akamaized.net/v1/files/35pu0aqwbwel-PK/image;s=261x203;pk_;slot=1;filename=35pu0aqwbwel-PK_.jpg
shops. Lakhani peradise,Gulistan-e-Jauhar,12  Aug,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop at very gud location,Jamaluddin Afghani Road,12  Aug,"Rs 3,00,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop main alamgir road,Bhadarabad,12  Aug,"Rs 4,20,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Rent for shop,DHA,12  Aug,"Rs 4,00,001",https://apollo-singapore.akamaized.net/v1/files/f26j75t9rvrr2-PK/image;s=261x203;pk_;slot=1;filename=f26j75t9rvrr2-PK_.jpg
(Shop for sale 7x13),Korangi,12  Aug,"Rs 12,50,000",https://apollo-singapore.akamaized.net/v1/files/e8u7w89j0j2n-PK/image;s=261x203;pk_;slot=1;filename=e8u7w89j0j2n-PK_.jpg
450 sq ft DHA 2Bedrooms Attached Bath Available In Muslim Commercial,DHA Defence,12  Aug,"Rs 59,00,000",https://apollo-singapore.akamaized.net/v1/files/qzpwzt45wlyd1-PK/image;s=261x203;pk_;slot=1;filename=qzpwzt45wlyd1-PK_.jpg
DHA 550Sqft Office 3side Corner Building Prime Location Available In,,12  Aug,"Rs 1,32,00,000",https://apollo-singapore.akamaized.net/v1/files/tbdy63dz9aqb-PK/image;s=261x203;pk_;slot=1;filename=tbdy63dz9aqb-PK_.jpg
Defence Bukhari Commercial 450 Sqft Ground Available In Phase VI,,12  Aug,"Rs 1,57,50,000",https://apollo-singapore.akamaized.net/v1/files/2do4ujaws3563-PK/image;s=261x203;pk_;slot=1;filename=2do4ujaws3563-PK_.jpg
Defence 210sqft Shop With Basement Available In bukhari Commercial,,12  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/vok48aou2agp2-PK/image;s=261x203;pk_;slot=1;filename=vok48aou2agp2-PK_.jpg
Defence Office 1020sqft 1st Floor Available In Bukhari Commercial Phas,DHA Defence,12  Aug,"Rs 2,60,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Defence 375sqft Shop With Basement Available In Bukhari Commercial,,12  Aug,"Rs 1,55,00,000",https://apollo-singapore.akamaized.net/v1/files/964fluz3zqi51-PK/image;s=261x203;pk_;slot=1;filename=964fluz3zqi51-PK_.jpg
Defence 252sqft Shop Available In Bukhari Commercial Kar,DHA Defence,12  Aug,"Rs 70,00,000",https://apollo-singapore.akamaized.net/v1/files/rdk8rtxdbaya-PK/image;s=261x203;pk_;slot=1;filename=rdk8rtxdbaya-PK_.jpg
Defence 400 yard project 3side cornar with lift car parking,,12  Aug,"Rs 90,00,00,000",https://apollo-singapore.akamaized.net/v1/files/zec4296buepp1-PK/image;s=261x203;pk_;slot=1;filename=zec4296buepp1-PK_.jpg
Shops for sale,DHA Defence,12  Aug,"Rs 1,30,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
1050sqft Mezzanine Available In Ittehad Commercial Phase 6 Defence,DHA Defence,12  Aug,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/kmpbtcowsxk7-PK/image;s=261x203;pk_;slot=1;filename=kmpbtcowsxk7-PK_.jpg
Defence 252sqft Shop Available In bukhari Commercial Phase VI,,12  Aug,"Rs 70,00,000",https://apollo-singapore.akamaized.net/v1/files/ugf6fqgzqf8d3-PK/image;s=261x203;pk_;slot=1;filename=ugf6fqgzqf8d3-PK_.jpg
Clifton main bilawal chorangi corner shop 1000 s ft,Commercial Area,12  Aug,"Rs 12,00,00,000",https://apollo-singapore.akamaized.net/v1/files/4urvglnv73nf-PK/image;s=261x203;pk_;slot=1;filename=4urvglnv73nf-PK_.jpg
390 sqft shop on main sehar commercial dha phase 7,DHA Defence,12  Aug,"Rs 1,28,70,000",https://apollo-singapore.akamaized.net/v1/files/eb43kpzzl35a2-PK/image;s=261x203;pk_;slot=1;filename=eb43kpzzl35a2-PK_.jpg
Shops jori at tariq road are available for sale,Pechs II,12  Aug,"Rs 38,00,000",https://apollo-singapore.akamaized.net/v1/files/76wnnoq2wuu41-PK/image;s=261x203;pk_;slot=1;filename=76wnnoq2wuu41-PK_.jpg
F.B Area Block-4 near Habib Medical,Federal B Area,12  Aug,"Rs 15,00,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial Plots Available Gulshan e Maymar and nearby Societies,Gadap Town,12  Aug,"Rs 1,80,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"Commericial 266 yds G+1 storey for sale, Sector Z-2, Mayma, Karachi",Gadap Town,12  Aug,"Rs 3,25,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale in kaneez fatima commercial,Rufi Rose Petals,12  Aug,"Rs 22,50,000",https://apollo-singapore.akamaized.net/v1/files/h9f1w2gw95m12-PK/image;s=261x203;pk_;slot=1;filename=h9f1w2gw95m12-PK_.jpg
Wholesale electronic market shop,Saddar Town,12  Aug,"Rs 55,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Saima Mall Shops For Sale,Gulistan-e-Jauhar,12  Aug,"Rs 3,50,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale nazimabad # 2,Nazimabad,12  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/h8j45ao9248h-PK/image;s=261x203;pk_;slot=1;filename=h8j45ao9248h-PK_.jpg
Shop For Sale at Gulshan Block 14 Near. Al Hilal Society.,Civic Centre,12  Aug,"Rs 2,49,50,000",https://apollo-singapore.akamaized.net/v1/files/qpfpfl2ujn5m3-PK/image;s=261x203;pk_;slot=1;filename=qpfpfl2ujn5m3-PK_.jpg
Farm House Land For Sale,Northern Bypass,11  Aug,"Rs 60,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Ground Plus Two Commercial House For Sale in Anwar-e-Ibrahim,Al Falah Society,11  Aug,"Rs 1,00,00,000",https://apollo-singapore.akamaized.net/v1/files/4hf6bymtgli81-PK/image;s=261x203;pk_;slot=2;filename=4hf6bymtgli81-PK_.jpg
Vlp loctian,Karimabad,11  Aug,"Rs 52,00,000",https://apollo-singapore.akamaized.net/v1/files/4vekq4jdxqvo3-PK/image;s=261x203;pk_;slot=1;filename=4vekq4jdxqvo3-PK_.jpg
office Available for sale,Gulshan-E-Iqbal 2,11  Aug,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial. Shop. For. Sale. On. Main. Road,Liaquatabad,11  Aug,"Rs 70,00,000",https://apollo-singapore.akamaized.net/v1/files/wtpc6pzm8j8o3-PK/image;s=261x203;pk_;slot=1;filename=wtpc6pzm8j8o3-PK_.jpg
Shop in shah faisal calony,Shahra-e-Faisal,11  Aug,"Rs 85,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulistan e jauhar,Gulistan-e-Jauhar,11  Aug,"Rs 3,00,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Double height shop Electronic market,Saddar Town,11  Aug,"Rs 78,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulistan e jauhar,Gulistan-e-Jauhar,11  Aug,"Rs 38,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulistan e jauhar,Gulistan-e-Jauhar,11  Aug,"Rs 32,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulistan e jauhar,Gulistan-e-Jauhar,11  Aug,"Rs 32,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop main rashid minhas road,Gulshan-E-Iqbal 1,11  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/pe3jg7wf310r2-PK/image;s=261x203;pk_;slot=1;filename=pe3jg7wf310r2-PK_.jpg
485 sqf office brand new building 3rd floor with lift for sale in bukh,,11  Aug,"Rs 11,00,00,000",https://apollo-singapore.akamaized.net/v1/files/wxyx2aj7355d3-PK/image;s=261x203;pk_;slot=1;filename=wxyx2aj7355d3-PK_.jpg
kami foods karachi,Gulzar-E-Hijri,11  Aug,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Phase 2 13 Street Shop For Sale Too Side Open,DHA,11  Aug,"Rs 1,20,00,000",https://apollo-singapore.akamaized.net/v1/files/0zhwa03co3r92-PK/image;s=261x203;pk_;slot=1;filename=0zhwa03co3r92-PK_.jpg
"150 yards Office Building - Zamzama Commercial - Phase 5, DHA, Karachi",DHA Defence,11  Aug,"Rs 16,50,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"925 sq/ft Shop - Main Badar 10, Badar Commercial DHA",DHA Defence,11  Aug,"Rs 9,25,00,000",https://apollo-singapore.akamaized.net/v1/files/3owo6zq01gjb2-PK/image;s=261x203;pk_;slot=1;filename=3owo6zq01gjb2-PK_.jpg
Office Building - Booking in Baharia Town Karachi,Bahria Town Karachi,11  Aug,"Rs 80,45,100",https://apollo-singapore.akamaized.net/v1/files/w6oggx0fggc03-PK/image;s=261x203;pk_;slot=5;filename=w6oggx0fggc03-PK_.jpg
Booking - Ground - Badar Commercial - Near Saba Avenue,,11  Aug,"Rs 7,01,25,000",https://apollo-singapore.akamaized.net/v1/files/wmf4zvdfecv83-PK/image;s=261x203;pk_;slot=1;filename=wmf4zvdfecv83-PK_.jpg
325 sq/ft Manznine in Badar Commercial DHA,DHA Defence,11  Aug,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/649rz6if4v3c-PK/image;s=261x203;pk_;slot=1;filename=649rz6if4v3c-PK_.jpg
Office for sell,Shahra-e-Faisal,11  Aug,"Rs 1,40,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Main Water Pump Par F.B Area,Federal B Area,11  Aug,"Rs 1,10,00,000",https://apollo-singapore.akamaized.net/v1/files/tdg0pnbks1mq3-PK/image;s=261x203;pk_;slot=1;filename=tdg0pnbks1mq3-PK_.jpg
460 sq/ft Maznine - Badar Commercial,DHA Defence,11  Aug,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/87he3vf54z1a2-PK/image;s=261x203;pk_;slot=1;filename=87he3vf54z1a2-PK_.jpg
511 sq/ft Shop + 1650 sq/ft Basement - Sehar Commercial - Phase 7 DHA,DHA Defence,11  Aug,"Rs 1,80,00,000",https://apollo-singapore.akamaized.net/v1/files/4ghjtcj67y32-PK/image;s=261x203;pk_;slot=1;filename=4ghjtcj67y32-PK_.jpg
Main Tariq Road Shop Available,Tariq Road,11  Aug,"Rs 20,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
850 fq/ft Shop/Basement on Badar Commercial Phase 5 DHA,DHA Defence,11  Aug,"Rs 5,15,00,000",https://apollo-singapore.akamaized.net/v1/files/r7i0rgcqmtqa2-PK/image;s=261x203;pk_;slot=1;filename=r7i0rgcqmtqa2-PK_.jpg
"400 yards Ground - Phase 4, DHA Karachi",,11  Aug,"Rs 28,80,00,000",https://apollo-singapore.akamaized.net/v1/files/eilaq8kybktr2-PK/image;s=261x203;pk_;slot=1;filename=eilaq8kybktr2-PK_.jpg
"Ground + Basement + Maznine - Badar Commercial Phase 5, DHA",DHA Defence,11  Aug,"Rs 5,25,00,000",https://apollo-singapore.akamaized.net/v1/files/wynj0x2be0il2-PK/image;s=261x203;pk_;slot=1;filename=wynj0x2be0il2-PK_.jpg
"245 sq/ft Shop in Badar Commercial - DHA, Karachi",DHA Defence,11  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/42nkpifphfye-PK/image;s=261x203;pk_;slot=1;filename=42nkpifphfye-PK_.jpg
Corner Shop 320 sq/ft - Badar Commercial - Street 9,DHA Defence,11  Aug,"Rs 7,50,00,000",https://apollo-singapore.akamaized.net/v1/files/hbjq81oujsbq3-PK/image;s=261x203;pk_;slot=1;filename=hbjq81oujsbq3-PK_.jpg
100 yards Building - Sehar Commercial - Phase 7,DHA Defence,11  Aug,"Rs 6,50,00,000",https://apollo-singapore.akamaized.net/v1/files/n5uwgdoa3krv-PK/image;s=261x203;pk_;slot=1;filename=n5uwgdoa3krv-PK_.jpg
"1650 Ground + Basement Brand New Muslim Commercial Area, DHA Phase 6,",DHA Defence,11  Aug,"Rs 10,00,00,000",https://apollo-singapore.akamaized.net/v1/files/x7pjwd01bv6-PK/image;s=261x203;pk_;slot=1;filename=x7pjwd01bv6-PK_.jpg
Under Construction Office - Khy Muslim Phase 6 DHA Karachi,DHA Defence,11  Aug,"Rs 1,99,80,000",https://apollo-singapore.akamaized.net/v1/files/xt29rpkelaad2-PK/image;s=261x203;pk_;slot=1;filename=xt29rpkelaad2-PK_.jpg
Clifton Vista under construction project block 9 clifton karachi,Clifton,11  Aug,"Rs 45,00,000",https://apollo-singapore.akamaized.net/v1/files/50i0g7fysfux1-PK/image;s=261x203;pk_;slot=1;filename=50i0g7fysfux1-PK_.jpg
"1650 sq/ft Basement - Badar Commercial - Phase 5, DHA",DHA Defence,11  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/c3m76nb2n7471-PK/image;s=261x203;pk_;slot=1;filename=c3m76nb2n7471-PK_.jpg
Shop For Sale In Small Bukhari Commercial Area,DHA Defence,11  Aug,"Rs 1,50,00,000",https://apollo-singapore.akamaized.net/v1/files/osx52zlxeq3y-PK/image;s=261x203;pk_;slot=1;filename=osx52zlxeq3y-PK_.jpg
Shop For sale,Gulistan-e-Jauhar,11  Aug,"Rs 3,75,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"DHA Ph -5, SHOP 300FT With Batht Badar Comm St-7, HARDWARE MARKET",DHA Defence,11  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/hkkmam67ysxq2-PK/image;s=261x203;pk_;slot=1;filename=hkkmam67ysxq2-PK_.jpg
600 yards Ground in Bukhari Commercial,DHA Defence,11  Aug,"Rs 45,90,00,000",https://apollo-singapore.akamaized.net/v1/files/2gmh9y745gpr3-PK/image;s=261x203;pk_;slot=1;filename=2gmh9y745gpr3-PK_.jpg
1350 sq ft office space available for sale at shahra-e-Faisal.,Shahra-e-Faisal,11  Aug,"Rs 1,48,50,000",https://apollo-singapore.akamaized.net/v1/files/9h1b2kiz9mmo-PK/image;s=261x203;pk_;slot=1;filename=9h1b2kiz9mmo-PK_.jpg
1350 sqft office for sale at prime location shahra-e-Faisal.,Shahra-e-Faisal,11  Aug,"Rs 65,00,000",https://apollo-singapore.akamaized.net/v1/files/ydmfio55do4p3-PK/image;s=261x203;pk_;slot=1;filename=ydmfio55do4p3-PK_.jpg
2000 Sq.Ft North karachi shop for sale,Hakeem Ahsan,11  Aug,"Rs 6,50,00,000",https://apollo-singapore.akamaized.net/v1/files/kc1h7og8473t2-PK/image;s=261x203;pk_;slot=1;filename=kc1h7og8473t2-PK_.jpg
shop for sale in sunset lane 2,DHA,11  Aug,"Rs 55,00,000",https://apollo-singapore.akamaized.net/v1/files/arui4fuj0drr-PK/image;s=261x203;pk_;slot=1;filename=arui4fuj0drr-PK_.jpg
im selling shop lease shop at ghosslia mobile mall,Kharadar,11  Aug,"Rs 8,00,000",https://apollo-singapore.akamaized.net/v1/files/88yfc1qijqbf2-PK/image;s=261x203;pk_;slot=1;filename=88yfc1qijqbf2-PK_.jpg
Office Container For Sell,Super Highway,11  Aug,"Rs 8,60,000",https://apollo-singapore.akamaized.net/v1/files/1it5bz0sq8xe2-PK/image;s=261x203;pk_;slot=1;filename=1it5bz0sq8xe2-PK_.jpg
ShowRoom/Shop For Sale THE FORUM Shopping ( strandrad level Mall),Clifton,11  Aug,"Rs 13,30,25,000",https://apollo-singapore.akamaized.net/v1/files/ga2wdlzx5sbm1-PK/image;s=261x203;pk_;slot=1;filename=ga2wdlzx5sbm1-PK_.jpg
Shop for sale urgent,Tariq Road,11  Aug,"Rs 12,00,000",https://apollo-singapore.akamaized.net/v1/files/6cla07mnuiky2-PK/image;s=261x203;pk_;slot=1;filename=6cla07mnuiky2-PK_.jpg
Shop for sale near Jheel Park (ground + mezzanine) 1.25 crore.,Pechs II,11  Aug,"Rs 12,50,00,000",https://olxpkstatic-a.akamaihd.net/f55a353-979/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shop for sale,North Karachi,11  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/91svagzbcemf3-PK/image;s=261x203;pk_;slot=1;filename=91svagzbcemf3-PK_.jpg
Shop At MADINA City Mall Saddar,,11  Aug,"Rs 17,00,000",https://apollo-singapore.akamaized.net/v1/files/8h042dqpi1jg3-PK/image;s=261x203;pk_;slot=1;filename=8h042dqpi1jg3-PK_.jpg
150 Sq Feet Shop available In Clifton Near Defence Dha Karachi,Clifton,11  Aug,"Rs 50,00,000",https://apollo-singapore.akamaized.net/v1/files/sqp67lbqhmbu1-PK/image;s=261x203;pk_;slot=1;filename=sqp67lbqhmbu1-PK_.jpg
Shop Available In Clifton Near Defence Dha Karachi,Clifton,11  Aug,"Rs 20,00,000",https://apollo-singapore.akamaized.net/v1/files/8cdpy2ufdepl1-PK/image;s=261x203;pk_;slot=1;filename=8cdpy2ufdepl1-PK_.jpg
100 Sq.Ft Shop available In Clifton Near Defence Dha Karachi,Clifton,11  Aug,"Rs 40,00,000",https://apollo-singapore.akamaized.net/v1/files/h7k4vtor50cj-PK/image;s=261x203;pk_;slot=1;filename=h7k4vtor50cj-PK_.jpg
Corner Shop Opposite HYPERSTAR DOLMEN MALL Clifton Defence DHA Karachi,Clifton,11  Aug,"Rs 2,50,00,000",https://apollo-singapore.akamaized.net/v1/files/ywolous1ljwo2-PK/image;s=261x203;pk_;slot=1;filename=ywolous1ljwo2-PK_.jpg
Cooking oil shop running,Godhra,11  Aug,"Rs 10,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
"80 sqy west open, leased commercial plot available in Capital Society",Safoora Goth,11  Aug,"Rs 65,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Ground Plus 12 Approval 1200 Sqy Space Available in Nazimabad,Nazimabad,11  Aug,"Rs 27,00,00,000",https://apollo-singapore.akamaized.net/v1/files/d6n4bpdzkp9p1-PK/image;s=261x203;pk_;slot=1;filename=d6n4bpdzkp9p1-PK_.jpg
Urgent sell,Tariq Road,11  Aug,"Rs 8,00,000",https://apollo-singapore.akamaized.net/v1/files/3xz3k7i2j4p92-PK/image;s=261x203;pk_;slot=1;filename=3xz3k7i2j4p92-PK_.jpg
shop for sale mateen centra tariq road karachi size 12 /12,Tariq Road,11  Aug,"Rs 25,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Industrial Plot for Sale. New Karachi Sector 11 E Godhra Market,New Karachi,11  Aug,"Rs 3,20,00,000",https://apollo-singapore.akamaized.net/v1/files/dfjpj9mb2yaz2-PK/image;s=261x203;pk_;slot=1;filename=dfjpj9mb2yaz2-PK_.jpg
Commercial Shops,Federal B Area,11  Aug,"Rs 10,00,000",https://apollo-singapore.akamaized.net/v1/files/xohkc0vor3t63-PK/image;s=261x203;pk_;slot=1;filename=xohkc0vor3t63-PK_.jpg
Porta Cabin For Sale Hall 8x40 Karachi,Super Highway,11  Aug,"Rs 6,90,000",https://apollo-singapore.akamaized.net/v1/files/9s17kthkx4w71-PK/image;s=261x203;pk_;slot=1;filename=9s17kthkx4w71-PK_.jpg
160 square yards,Nasir Colony,11  Aug,"Rs 6,50,00,000",https://apollo-singapore.akamaized.net/v1/files/puby8yx77d7j1-PK/image;s=261x203;pk_;slot=1;filename=puby8yx77d7j1-PK_.jpg
Defence 110sqft Mob Shop Available In bukhari Commercial Phase 6,,11  Aug,"Rs 33,00,000",https://apollo-singapore.akamaized.net/v1/files/wwb2nx9t3yty2-PK/image;s=261x203;pk_;slot=1;filename=wwb2nx9t3yty2-PK_.jpg
Ground floor Ownership near dilpasand sweet M.A.Jinnah road near urdu,Abbasi Shaheed,11  Aug,"Rs 25,00,000",https://apollo-singapore.akamaized.net/v1/files/y7igdwh7bgg-PK/image;s=261x203;pk_;slot=1;filename=y7igdwh7bgg-PK_.jpg
Rice Mill in Industrial Area,,11  Aug,"Rs 7,00,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Shangrilla tower main road corner shop in gulistane johar block 13,100 Quarters,11  Aug,"Rs 1,60,00,000",https://apollo-singapore.akamaized.net/v1/files/z3fonnbwdpx63-PK/image;s=261x203;pk_;slot=1;filename=z3fonnbwdpx63-PK_.jpg
Commercial space for hotle and flats for sale,Safoora Goth,11  Aug,"Rs 4,00,00,000",https://apollo-singapore.akamaized.net/v1/files/m1r5fcxnlmb53-PK/image;s=261x203;pk_;slot=1;filename=m1r5fcxnlmb53-PK_.jpg
Vlp loactian,Karimabad,11  Aug,"Rs 52,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Gulshan Urdu Bazaar Shop For Sale Gulshan Town,Gulshan-E-Iqbal 1,11  Aug,"Rs 6,00,000",https://apollo-singapore.akamaized.net/v1/files/dlocjyxpkere-PK/image;s=261x203;pk_;slot=1;filename=dlocjyxpkere-PK_.jpg
2000 Sq Yards three Building near Port Qasim Eastern Zone,,11  Aug,"Rs 2,50,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
Commercial 120 Gaz House for sale,Korangi Sector 33,11  Aug,"Rs 5,50,00,000",https://olxpkstatic-a.akamaihd.net/d51c078-978/naspersclassifieds-regional/olxpk-atlas-web-olxpk/static/img/nophoto.png?v=3
1st floor leased commercial shop with 30000rent,DHA Defence,11  Aug,"Rs 85,00,000",https://apollo-singapore.akamaized.net/v1/files/93d9kzib7vb43-PK/image;s=261x203;pk_;slot=1;filename=93d9kzib7vb43-PK_.jpg
Main double Road 140 gaz plots,Orangi Town,11  Aug,"Rs 78,00,000",https://apollo-singapore.akamaized.net/v1/files/poayj8a1ajj82-PK/image;s=261x203;pk_;slot=1;filename=poayj8a1ajj82-PK_.jpg
VIP location of Auto market shop n office DHA for sale,DHA Defence,11  Aug,"Rs 92,00,000",https://apollo-singapore.akamaized.net/v1/files/uyn2r5d5zcmy2-PK/image;s=261x203;pk_;slot=1;filename=uyn2r5d5zcmy2-PK_.jpg
Haroon royal city Shoop Main block 17 commercial Road,Gulistan-e-Jauhar,11  Aug,"Rs 75,00,000",https://apollo-singapore.akamaized.net/v1/files/84ix45zafngm-PK/image;s=261x203;pk_;slot=1;filename=84ix45zafngm-PK_.jpg
